NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
69982009,SD IT AZZAM DARUSAADAH,081263193691,witamulia6@mail.com,C,78,8,PENDIDIKAN AL ISLAM,KAB. LANGKAT,KEC. PANGKALAN SUSU,JL.PKL.BERANDAN DUSUN IV
10220495,SD SWASTA SANTU FRANSISKUS PANDAN,081316618791,fransiskuspandan@gmail.com,A,534,26,YAYASAN KARYA DARMA BAKTI SIBOLGA,KAB. TAPANULI TENGAH,KEC. PANDAN,JLN. MATSEH GELAR KESAYANGAN NO. 8
69932553,SD SWASTA GENERASI BINTANG,082368836040,genbipermai3032@gmail.com,A,108,12,YAYASAN GENERASI BINTANG TIMUR,KOTA MEDAN,KEC. MEDAN PERJUANGAN,JL. PERMAI NO. 32
69974443,SD SWASTA ISLAM TERPADU AR-RASYID,082164486658,yudiarrasyid88@gmail.com,B,128,9,YAYASAN PENDIDIKAN AR RASYID BATANG KUIS,KAB. DELI SERDANG,KEC. BATANG KUIS,JALAN MEDAN BATANG KUIS DUSUN VI NO. 5
69957049,SD SWASTA SURYA ANUGERAH,081361763909,sdssuryaanugerah@gmail.com,B,64,9,YAYASAN SURYA ANUGERAH,KAB. DELI SERDANG,KEC. PANCUR BATU,DUSUN II SIMPANG LAU TIMAH
69918528,SD SWASTA MAITREYAWIRA,0616637111,sds.maitreyawira.ds@gmail.com,A,1127,58,YAYASAN PENDIDIKAN BUDDHIS CAHAYA KASIH MAITREYA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. CEMARA BOULEVARD UTARA NO. 8 KOMP. CEMARA ASRI
10220740,SDS FREE METHODIST 1,,sd.free.methodist.1@gmail.com,B,511,26,YAYASAN PENDIDIKAN  FREE METHODIST INDONESIA,KOTA MEDAN,KEC. MEDAN HELVETIA,JALAN BERINGIN RAYA NO. 152 E
10262119,SD SWASTA SUMBER TUNAS ABADI,081376993211,sdssta@yahoo.co.id,B,300,23,YAYASAN SUITO WIDJAJA PEDULI,KAB. PADANG LAWAS,KEC. SOSA,DESA UJUNG BATU PT.KAS
69981845,SD SWASTA SWASEMBADA,,,TIDAK TERAKREDITASI,1,4,YAYASAN VERAMANGATUR TIUR DAUD SIREGAR,KOTA MEDAN,KEC. MEDAN DENAI,JL. MENTENG VII GG. SWASEMBADA NO. 21
10204762,SD SWASTA NASIONAL PERK. SEI BEJANGKAR,,sds.nasional02@gmail.com,C,117,10,SD SWASTA NASIONAL,KAB. BATU BARA,KEC. SEI BALAI,DSN. III
10210319,SDS AL WASHLIYAH 6/39,,sdswasta.alwashliyah@gmail.com,B,359,17,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. BESAR BAGAN DELI
70011745,SD SWASTA IT UNGGULAN AL WASHLIYAH TEBING TINGGI,,sditunggulanaw@gmail.com,B,23,11,AL JAMIYATUL WASHLIYAH,KOTA TEBING TINGGI,KEC. BAJENIS,JL. PROF. DR. HAMKA LK. II
70006263,SD SWASTA TAFDHIL AL-QURAN,081377267365,sdstafdhilquran@gmail.com,B,127,14,YAYASAN FADLI ARRIDHWANIYAH,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN UTARA,"JL.M. NAWAWI UJUNG, KEL. BONAN DOLOK KEC.PADANGSIDIMPUAN UTARA"
10261053,SDS KRISTEN SUNGAI KEHIDUPAN,,www.sd_sungaikehidupan@gmail.com,B,265,15,LEMBAGA PENDIDIKAN SUNGAI SUMBER KEHIDUPAN,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. TUAR 16 NO. 252 BLOK XI GRIYA MARTUBUNG
10260554,SDS ISLAM RABIATUL ADAWIYAH,082385003700,sdislam_rabiatuladawiyah@yahoo.co.id,B,259,17,YAYASAN PENDIDIKAN ISLAM RABIATUL ADAWIYAH,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. TELUK ARU NO. 07 CINGWAN DALAM
10259795,SD SWASTA ALWASLIYAH NAGA JAYA I BANDAR HULUAN,081396959615,sdalwasliyahbandarhuluan@gmail.com,B,129,8,PIMPINAN CABANG ALWASHLIYAH BANDARHULUAN,KAB. SIMALUNGUN,KEC. BANDAR HULUAN,NAGA JAYA I
70045884,SD ISLAM SWASTA BAHRUL ULUM,,,,,0,,KOTA MEDAN,KEC. MEDAN MARELAN,JL DURUNG 1 GG ZAKARIA
10258316,SDS MUHAMMADIYAH LAHEWA,082166918648,sdmuhammadiyahlahewa01@gmail.com,B,85,11,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. NIAS UTARA,KAB. NIAS UTARA,KEC. LAHEWA,JL. BUNG TOMO LINGK. IV
10212412,SD RK 3,06227436645,sdrkno3@yahoo.co.id,A,512,20,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR UTARA,JL.KAIN BATIK
70006492,SD SWASTA TAHFIDZ SHOHIBUL QURAN MUTIARA,,yayasanshohibul20@gmail.com,B,47,10,SHOHIBUL QUR'AN MUTIARA,KAB. ASAHAN,KEC. KISARAN TIMUR,JL. ST. ISKANDAR LK. V
10215229,SD TAMAN SISWA GALANG,0617980268,tamsisgalang@yahoo.co.id,B,36,11,PERSATUAN PERGURUAN TAMANSISWA CABANG GALANG,KAB. DELI SERDANG,KEC. GALANG,JALAN TAMAN SISWA NO 2 GALANG
10210331,SD SWASTA ISLAM TERPADU BUNAYYA,0618465185,almunawwarahmurad2@gmail.com,A,310,25,YAYASAN PENDIDIKAN ISLAM AL MUNAWWARAH MURAD,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. BEO NO. 76 G
70011833,SD IT DARUSSALAM ISLAMIC SCHOOL,,,C,140,11,YAYASAN PENDIDIKAN ALIGHAR,KAB. LANGKAT,KEC. SELESAI,LINK.IV MUKA STASIUN
69955225,SD SWASTA BUNDA SITI BANUN,081263922440,sdbundsitibanun15@gmail.com,B,264,13,YAYASAN BUNDA SITI BANUN,KAB. LABUHANBATU SELATAN,KEC. KAMPUNG RAKYAT,TANJUNG MULIA
10220811,SDS AMALIA,,sdamalia01@gmail.com,B,213,15,YAYASAN PENDIDIKAN AMALIA MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JL. RAYA MENTENG GG. BENTENG NO. 71
10210659,SD SWASTA PARULIAN 2 MEDAN,0617366010,sdsparulian2medan@gmail.com,B,176,13,YAYASAN PENDIDIKAN PARULIAN MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JL. GARUDA RAYA BLOK VIII PERUMNAS MANDALA
70044514,SDIT BAITUL IHSAN,082276348574,,,26,6,YAYASAN MASYARAKAT BAITUL IHSAN DESA PASAR TIGA,KAB. LABUHANBATU,KEC. PANAI TENGAH,DUSUN IV DESA PASAR TIGA
10203099,SD BINTANG KEJORA LINTONGNIHUTA,,sdsbintangkejora55@gmail.com,A,468,16,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KAB. HUMBANG HASUNDUTAN,KEC. LINTONGNIHUTA,JL. TUGU NO. 19 LINTONGNIHUTA
70035294,SEKOLAH DASAR ISLAM TERPADU PLUS USMAN BIN ALI,,,,403,45,YAYASAN USMAN BIN ALI,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL TB SIMATUPANG GG MESJID NO 10
10213589,SD SWASTA ANNYSA,081265002411,sdannysa182@gmail.com,B,268,12,YAYASAN PENDIDIKAN ISLAM ANNYSA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. KEMIRI NO. 62/64
10260471,SD IT ULIL ALBAB,081376654564,sditulilalbabsiantar@yahoo.com,A,290,23,ULIL ALBAB,KOTA PEMATANGSIANTAR,KEC. SIANTAR UTARA,JLN. LOKOMOTIF NO. 35
10203036,SD SWASTA GKPI PEM.BANDAR,081360658874,sdsgkpipematangbandar@gmail.com,C,28,9,GKPI,KAB. SIMALUNGUN,KEC. PEMATANG BANDAR,PEM.BANDAR
10206689,SDADVENT HUTAGINJANG,,sdsadventhutaginjang@gmai.com,B,79,7,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH DSKT,KAB. TAPANULI TENGAH,KEC. BARUS UTARA,JL. SIHORBO-PURBATUA
10239048,SD SWASTA 100470 AL-ISMAILIYAH,081376080711,ritongarohimah19@gmail.com,C,46,7,SEKOLAH DASAR SWASTA YAYASAN AL-ISMAILIYAH,KAB. PADANG LAWAS UTARA,KEC. DOLOK,DESA SIMATORKIS
69856201,SD SWASTA ISLAM PP. AL-MUNAWIR ASAHAN,,,B,285,19,PONDOK PESANTREN AL-MUNAWIR ASAHAN,KAB. ASAHAN,KEC. AIR JOMAN,DUSUN VII DESA PUNGGULAN
10213580,SDAL ITTIHADIYAH,085275705631,sdsalittihadiyah2@gmail.com,B,598,24,YAYASAN PERGURUAN AL-ITTIHADIYAH LAUT DENDANG SEI TUAN,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL MESJID NO 21 LAUT DENDANG
10210658,SD SWASTA PARULIAN 1 MEDAN,0617346982,sdparulian1_medan@yahoo.co.id,A,75,19,YAYASAN PENDIDIKAN PARULIAN MEDAN,KOTA MEDAN,KEC. MEDAN KOTA,JL.STADION NO 23 MEDAN
10259085,SDS AL FITHRIAH,7861334,sdalfithriah@yahoo.com,A,468,24,SDS AL FITHRIAH,KOTA MEDAN,KEC. MEDAN JOHOR,JALAN EKA SURYA NO. 66 MEDAN
10220630,SD AL ITTIHADIYAH SEI BAMBAN,081370596032,alittihadiyahs@gmail.com,B,115,7,YAYASAN PENDIDIKAN AL ITTIHADIYAH SEI BAMBAN,KAB. SERDANG BEDAGAI,KEC. SEI BAMBAN,JALAN PROTOKOL DUSUN I SEI BAMBAN
69936199,SEKOLAH DASAR  ELSADHAI,081264762123,,B,150,10,ELSADHAI,KAB. TOBA,KEC. SILAEN,JL. PARSOBURAN
10206611,SD MUHAMMADIYAH LADANG TENGAH,,sdmladangtengah@yahoo.co.id,C,61,10,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. TAPANULI TENGAH,KAB. TAPANULI TENGAH,KEC. ANDAM DEWI,DESA LADANG TENGAH
69947322,SD SWASTA AL AMJAD,06142085547,perguruanalamjad@gmail.com,A,916,50,YAYASAN HAJI HASBALLAH YUNUS,KOTA MEDAN,KEC. MEDAN SUNGGAL,JALAN MERPATI NO. 81
69948828,SDIT HAJJAH FAUZIAH,0618822861,hjfauziahsdit@yahoo.com,C,291,27,YAYASAN HAJJAH FAUZIAH,KOTA BINJAI,KEC. BINJAI TIMUR,JL. DANAU SENTANI NO. 1
10258735,SD RK SANTA MARIA PAKKAT,,sdswastark_santamariapakkat@yahoo.co.id,A,315,15,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KAB. HUMBANG HASUNDUTAN,KEC. PAKKAT,JL PERGURUAN KATOLIK
69979245,SD SWASTA RK BINTANG TIMUR PARAPAT,082148277898,sdbintangtimurparapat@gmail.com,A,542,27,YAYASAN PERGURUAN KATOLIK SANTO LAURENSIUS,KAB. SIMALUNGUN,KEC. GIRSANG SIMPANGAN BOLON,JL. ANGGARAJIM ATAS NO.60 KELURAHAN PARAPAT
10220421,SD SWASTA RIMO BUNGA,082163845443,sdsrimobunga@gmail.com,C,18,6,SD SWASTA RIMOBUNGA,KAB. KARO,KEC. MARDINGDING,DESA RIMO BUNGA
70054494,SEKOLAH DASAR SWASTA PERMATA BANGSA BRANDAN,,,,29,5,YAYASAN PERMATA BANGSA,KAB. LANGKAT,KEC. BABALAN,JL.MESJID NO.10
69985457,SD IT AL-IZZAH SIBUHUAN,082277400113,yayasaninsancendikiaalizzah@gmail.com,B,197,13,YAYASAN INSAN CENDIKIA AL-IZZAH,KAB. PADANG LAWAS,KEC. BARUMUN,PASAR SIBUHUAN
10202105,SD SWASTA SINT. YOSEPH TIGABINANGA,,sdsintyosephtigabinanga@gmail.com,A,296,16,YAYASAN SETIA MEDAN,KAB. KARO,KEC. TIGABINANGA,"JL. KOTACANE KM. 2,5"
10212402,SD S. MUHAMMADIYAH 2 PADANGSIDIMPUAN,,sdmuhammadiyah2psp@gemail.com,B,430,22,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA PADANG SIDIMPUAN,KOTA PADANG SIDEMPUAN,KEC. PADANG SIDIMPUAN SELATAN,JLN. SM RAJA GG. BUDIMAN NO. 16
10204792,SD.SWASTA TAMANSISWA KISARAN,,sdtamansiswa@gmail.com,C,24,9,PERSATUAN PERGURUAN  TAMANSISWA CABANG KISARAN,KAB. ASAHAN,KEC. KISARAN BARAT,JL. HOS COKROAMINOTO NO. 431
10261762,SD ISLAM TERPADU IQRO,081536120247,sdsiqro@gmail.com,A,534,36,YAYASAN SARANA HIDAYAH,KAB. LANGKAT,KEC. STABAT,JL.KENANGA
10220813,SDS BINA TARUNA 3,081269077610,sdsbinataruna3@gmail.com,B,159,10,YAYASAN PENDIDIKAN BINATARUNA JAYA,KOTA MEDAN,KEC. MEDAN MARELAN,JL. MARELAN RAYA PSR III NO. 100
10257974,SD SWASTA AGIOS NIKITAS,,sdsagiosnikitas@yahoo.com,B,144,9,,KOTA MEDAN,KEC. MEDAN DELI,JALAN TANJUNG  MULIA HILIR GG. PADI  UJUNG
10207351,SDS NO. 100118 MUHAMMADIYAH PANOBASAN,082275856619,sds100118mpanobasan22@gmail.com,C,150,10,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. TAPANULI SELATAN,KAB. TAPANULI SELATAN,KEC. ANGKOLA BARAT,PANOBASAN
10213091,SD SWASTA GKPS SINAR GUNUNG,081375805986,sdsgkpssgunung@gmail.com,B,77,9,YAYASAN PENDIDIKAN GKPS,KAB. DELI SERDANG,KEC. LABUHAN DELI,SINAR GUNUNG DESA PEMATANG JOHAR
10259811,SD SWASTA TAMAN SISWA PERDAGANGAN,,sdtamsisperdagangan@yahoo.com,B,54,8,PERSATUAN PERGURUAN TAMANSISWA CABANG PERDAGANGAN,KAB. SIMALUNGUN,KEC. BANDAR,JLN RAJAMIN PURBA SH
10205526,SD RGM BLOK SONGO,,sdsrgmbloksongo@gmail.com,A,247,13,YAYASAN PRASIDDHAWARGA RAGAMAS,KAB. LABUHANBATU SELATAN,KEC. KOTA PINANG,JL. LINTAS SUMATERA
69765103,SDS IT DARUL JALAL ASAHAN,082122552920,sditdaruljalalasahan@yahoo.com,B,227,14,SDS IT DARUL JALAL,KAB. ASAHAN,KEC. AIR JOMAN,JALAN SEI SILAU DESA BANJAR
10210271,SD SWASTA ADVENT 4,085275556663,sdsadvent4@gmail.com,B,84,11,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN BARU,JL. BAHAGIA GG.TAPIAN NAULI NO. 6 MEDAN
70039668,SDIT BABULULUM,,,,43,6,YAYASAN BUYA AGUSMAN BABULULUM,KOTA BINJAI,KEC. BINJAI UTARA,JL. GUMBA GG GUMBA 20
10204390,SD ALWASHLIYAH 65 MERANTI,,sdalwashliyahmeranti@yahoo.co.id,B,175,16,AL-JAM'IYATUL WASHLIYAH,KAB. ASAHAN,KEC. MERANTI,JL. PERINTIS KEMERDEKAAN NO. 346
10204387,SD SWASTA ALWASHLIYAH INDRAPURA,082167753131,sdsalwashliyah57@gmail.com,B,80,10,AL JAM'IYATUL WASHLIYAH,KAB. BATU BARA,KEC. AIR PUTIH,JL. JENDERAL SUDIRMAN NO 222
10210259,SDS ALWASHLIYAH 28,,sdalwashliyah28@yahoo.co.id,B,160,12,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN LABUHAN,LINGKUNGAN II  BATANG KILAT
10213607,SD GLORIA INTERNATIONAL,0618444741,sd_gloria_international@yahoo.co.id,C,70,9,GLORIA INTERNATIONALA SUMATERA UTARA,KAB. DELI SERDANG,KEC. SUNGGAL,JL TANI ASLI GG GLORIA NO 08-10
10212081,SDROM KATHOLIK I,,sdromkatholik1@gmail.com,A,351,17,YAYASAN PENDIDIKAN KATOLIK SANTO YOSEPH MEDAN,KOTA TANJUNG BALAI,KEC. TANJUNG BALAI SELATAN,JL. GEREJA NO 12
69982582,SD SWASTA NAKAMURA SCHOOL,,,B,133,13,YAYASAN NAKAMURA,KOTA MEDAN,KEC. MEDAN BARAT,JL. T. AMIR HAMZAH NO. 10
10206691,SD AL WASHLIYAH,081396294105,surahmanpasaribu008@gmail.com,B,68,11,AL JAMIATUL WASHLIYAH,KAB. TAPANULI TENGAH,KEC. BARUS,JL. IMAM BONJOL KAMPUNG SOLOK
10210652,SD SWASTA PAB 6,085206258859,sdswastapab6@gmail.com,B,18,5,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN SUNGGAL,JL. BEO NO. 39
10220867,SDS NO. 100813 MUHAMMADIYAH AEKSABAON,085658121503,sds100813@yahoo.com,C,46,5,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. TAPANULI SELATAN,KAB. TAPANULI SELATAN,KEC. MARANCAR,AEK SABAON
10257867,SD SWASTA DARMA,,sds.darma@gmail.com,A,344,26,YAYASAN PENDIDIKAN DARMA MEDAN,KOTA MEDAN,KEC. MEDAN JOHOR,JL.KARYA SEHATI NO 6
70052162,SD IT MUMTAZ MAHAL,,yaspendadelliraalbanjari@gmail.com,,75,7,YAYASAN ADELLIRA AL BANJARI PEDULI,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. MULIA KASIH BARAT
10207588,SD SWASTA 101840 KITA YADIKA,082267729730,yadika_bukitharapan@yahoo.com,B,681,33,ABDI KARYA,KAB. PADANG LAWAS UTARA,KEC. SIMANGAMBAT,AEK RARU
10210356,SD SWASTA AL WASHLIYAH 09 MEDAN,081361236544,sdalwashliyah9@yahoo.com,B,59,10,PERKUMPULAN AL JAMI'ATUL WASHLIYAH,KOTA MEDAN,KEC. MEDAN KOTA,JL. AIR BERSIH G.RELA
10259090,SD SWASTA METHODIST 11 MEDAN,0617880439,sdmeth11@gmail.com,A,360,19,YAYASAN PENDIDIKAN KRISTEN METHODIST TITUS,KOTA MEDAN,KEC. MEDAN JOHOR,JLN. BERLIAN SARI III NO. 151 A
10257332,SDS NO. 101245 SANTO FRANSISKUS,081396346824,santofransiskussipirok@gmail.com,A,132,15,SANTA LUSIA VIRGINI,KAB. TAPANULI SELATAN,KEC. SIPIROK,JL. SIMANGAMBAT KM. 3 SIPIROK
69986499,SD SWASTA OPTIMUS PRIMEA SCHOOL,0618457133,ypopdinas@gmail.com,A,64,11,YAYASAN PENDIDIKAN OPTIMUS PRIMA,KOTA MEDAN,KEC. MEDAN SUNGGAL,"JL LETNAN JEND T.B SIMATUPANG NO 78 A,B,C,D"
69894498,SD IT AN-NURILLAH,08116780300,sditannurillah2014@gmail.com,C,132,10,AN-NURILLAH,KAB. DELI SERDANG,KEC. BERINGIN,"JL. PANTAI LABU, DUSUN VI KARANG ANYAR"
10258667,SD SWASTA NO. 1 HKBP LINTONGNIHUTA,081262391803,sdswastanosatuhkbplintongnihuta@yahoo.com,B,125,15,YPHKBP P.HUMBANG,KAB. HUMBANG HASUNDUTAN,KEC. LINTONGNIHUTA,JALAN GEREJA
10220705,SD SWASTA ST. ANTONIUS VI,0617347200,antoniusvi_medan@yahoo.com,A,374,20,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JALAN RAYA MENTENG GG. BENTENG
10210483,SD SWASTA AMAL BAKTI I,081370443441,sugih.toyo@gmail.com,B,155,11,YAYASAN AMAL BAKTI,KOTA MEDAN,KEC. MEDAN DELI,JL. KAYU PUTIH NO. 32 MEDAN
69925752,SD ISLAM TERPADU AL-KHAIR,085370653389,sditalkhair91@gmail.com,C,223,12,YAYASAN PENDIDIKAN AL-KHAIR SUNGGAL,KAB. DELI SERDANG,KEC. SUNGGAL,JL. H.Z. ABBAS DUSUN 02 TANI ASLI DESA TANJUNG GUSTA
69932604,SD SWASTA TUNAS HARAPAN MANDIRI,06180572654,sdthm2014@gmail.com,B,220,18,YAYASAN TUNAS HARAPAN MANDIRI DELI SERDANG,KAB. DELI SERDANG,KEC. PANCUR BATU,JL. HM PUNA SEMBIRING GG. THM
69981361,SD SWASTA ISLAM TERPADU ZAHRA ASY SYIFA,085262232511,zahraasysyifa85@gmail.com,A,499,29,YAYASAN PENDIDIKAN ISLAM ZAHRA ASY SYIFA,KAB. DELI SERDANG,KEC. PATUMBAK,JL. BESAR PATUMBAK I DELI TUA DUSUN I NO. 1
10215152,SDI.T UMMU HAFIDZAH,081370911813,ummuhafidzah2@gmail.com,C,191,12,YAYASAN PENDIDIKAN DA'WAH SOSIAL DAN EKONOMI AN-NASHIRI,KAB. DELI SERDANG,KEC. SIBIRU-BIRU,DUSUN VI CITARUM
10210328,SD SWASTA DARUSSALAM,0616841178,yayasanpendidikandarusalam@yahoo.com,B,218,15,YAYASAN PENDIDIKAN DARUSSALAM,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. PANCING I NO. 19
69981791,SD ISLAM SWASTA ZIKRIYAH,081361344970,sdizikriyah18@gmail.com,A,180,13,YAYASAN PENDIDIKAN ZIKRIYAH SILAMPUYANG,KAB. SIMALUNGUN,KEC. SIANTAR,HUTA V MAINIK REJO
69831981,SD SWASTA TUANKU IMAM BONJOL,085296098154,tuankuimambonjolsd@gmail.com,C,27,10,SERIKAT TOLONG MENOLONG AMPEK ANGKEK,KOTA BINJAI,KEC. BINJAI SELATAN,JL. BUKIT TINGGI NO. 33
10209022,SD SW. ADVENT LIMBONG,,yayasansdadvent66@gmail.com,C,59,7,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. SAMOSIR,KEC. SIANJUR MULA MULA,LIMBONG
10259810,SD SWASTA TAMANSISWA,085277559931,tamsissugbayu@yahoo.com,B,86,6,SDS TAMANSISWA SUGARANG BAYU,KAB. SIMALUNGUN,KEC. BANDAR,JLN.M KAMDARI HUTA I
10261863,SD SWASTA AL-IRSYAD,081370517122,sdalirsyad1@gmail.com,C,135,13,YAYASAN AL IRSYAD MARELAN,KOTA MEDAN,KEC. MEDAN MARELAN,JL. KAPTEN RAHMAD BUDDIN LK. IX GG. JAMBU
10258668,SD SWASTA NO. 2 HKBP LINTONGNIHUTA,082272474011,0722053sdsno.2hkbplintongnihut@gmail.com,B,121,11,,KAB. HUMBANG HASUNDUTAN,KEC. LINTONGNIHUTA,JL. GEREJA HKBP SABUNGAN
10258814,SD SWASTA PELITA KASIH,,sdpelitakasih@yahoo.com,B,19,10,YAYASAN SEKOLAH PELITA KASIH,KOTA MEDAN,KEC. MEDAN DELI,JL. PLATINA NO. 51
10259541,SD SWASTA ST.FRANSISKUS ASISI,081316666482,fransiskus.binjaibinjai@yahoo.com,A,389,17,YAYASAN SETIA MEDAN,KOTA BINJAI,KEC. BINJAI TIMUR,JL. IKAN TENGGIRI NO. 21
69948601,SD SWASTA ISLAM TERPADU NUR BALQIS,,sditnurbalqis@gmail.com,C,91,8,YAYASAN PENDIDIKAN DAARUSSAKINAH,KAB. ASAHAN,KEC. SEI DADAP,JL. MANGGA SEI KAMAH BARU
10220192,SD SWASTA ISLAM TERPADU PERMATA HATI,062124764,sditpermatahati_tt@yahoo.co.id,B,500,29,YAYASAN PERGURUAN ISLAM TERPADU PERMATA HATI,KOTA TEBING TINGGI,KEC. PADANG HILIR,JALAN ABDUL RAHIM LUBIS NO. 40 A
69880247,SD SWASTA ISLAM HJ.DZAIDAH-DARWIS DARUN NAJAH,062231664,sdi.darunnajah.bb@gmail.com,C,309,21,YPI HJ.DZAIDAH-DARWIS DARUN NAJAH,KAB. BATU BARA,KEC. SEI SUKA,JL. LINTAS SUMATERA KM. 100 DSN. MELATI
10211854,SD KRISTEN KALAM KUDUS,062224577,sdkkps@yahoo.co.id,A,582,41,YAYASAN KALAM KUDUS INDONESIA CABANG PEMATANGSIANTAR,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JL.MERDEKA NO.28
10220828,SD SWASTA TRI BAKTI II,0616859927,sdswastatribakti80@gmail.com,B,163,13,YAYASAN TRI BAKTI MARELAN,KOTA MEDAN,KEC. MEDAN MARELAN,JL. MARELAN IX NO 5
69981099,SD SWASTA IT AL WASHLIYAH,081370521226,sditalwashliyah@gmail.com,A,329,26,PERKUMPULAN AL JAM'IYATUL WASHLIYAH,KAB. DELI SERDANG,KEC. HAMPARAN PERAK,JL. KLAMBIR LIMA GG. HARAPAN I NO. 8
10220761,SDS CITRA INDONESIA,081265802697,citraindonesiayayasan@yahoo.com,B,293,19,YAYASAN PENDIDIKAN CITRA INDONESIA MEDAN,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. KELAMBIR LIMA GG. KALPATARU NO. 7
10210488,SDS YAPENA 45,0617877331,sdsyapena45@yahoo.com,B,,10,,KOTA MEDAN,KEC. MEDAN MAIMUN,JL. BRIGJEN KATAMSO GG. KOPI NO. 4
10215187,SD SWASTA PAB 18,,pab18sampali@gmail.com,B,122,8,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL.JATI REJO DUSUN XXII PONDOK RAWA
10257628,SDS MUHAMMADIYAH 2410,085297971618,sdswastamuhammadiyah10@gmail.com,C,107,8,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LANGKAT,KAB. LANGKAT,KEC. SECANGGANG,JL. KH. A. DAHLAN TANJUNG TIGA
10211885,SD SWASTA ADVENT SIMBOLON,085358829488,sdadventjlsimbolon@yahoo.co.id,B,42,6,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JLN. SIMBOLON NO.6
69867942,SD SWASTA PEMBANGUNAN,081375206087,sds.pembangunan11@gmail.com,C,120,12,HAFNAN SIMBOLON,KAB. DELI SERDANG,KEC. PATUMBAK,JL. ADVOKAT RAYA DUSUN I
10210505,SDS WASHLIYANI,081262536694,arko_wija110990@ymail.com,B,136,13,YAYASAN PENDIDIKAN WASHLIYANI ALMADIN,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. PANCING V LINGKUNGAN III GG. WASHLIYANI NO. 1
10259217,SD MUHAMMADIYAH SEI RAMPAH,082267510179,sdmuhammadiyahseirampah@ymail.com,B,190,7,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SERDANG BEDAGAI,KAB. SERDANG BEDAGAI,KEC. SEI RAMPAH,DSN. I SEI RAMPAH
10200722,SD NUSANTARA LUBUK PAKAM,0617951791,sdsnusantara45@gmail.com,A,107,10,YAYASAN PERGURUAN NUSANTARA LUBUK PAKAM,KAB. DELI SERDANG,KEC. LUBUK PAKAM,JALAN T RAJA MUDA NO 1
69879189,SD SWASTA TAMAN CAHAYA PEMATANGSIANTAR,0622434049,sd.tamancahaya@gmail.com,B,337,30,YAYASAN AMANAH NUR AMAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR SITALASARI,JLN. SISINGAMANGARAJA NO. 171
10264681,SD SWASTA ANAK BANGSA,082272701258,asiati@yahoo.com,C,212,11,YAYASAN PENDIDIKAN ANAK BANGSA,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,SUMBER SARI
10259812,SD SWASTA SATRYA BUDI PERDAGANGAN,,satryabudi42@yahoo.com,B,155,8,PERGURUAN SATRYA BUDI PERDAGANGAN,KAB. SIMALUNGUN,KEC. BANDAR,JLN. AMAL NO.5 PERDAGANGAN
